x, y
50.216013703843885, 764.6369528493101
100.20056595592784, 776.3485311179392
200.63921627467397, 872.9173018314821
299.41756434337265, 1035.4206001876125
387.2107637527921, 1323.1097926862865
476.47271964605375, 1493.3492140107228
709.428492669071, 1683.9394494823414
947.1061381370679, 1757.333388307244
1421.0956913942632, 1819.1129685286817
