x, y
50.15500613415434, 585.5152975111731
100.16239699051303, 592.0297687179964
200.42082609946178, 641.1859908911833
300.8194973543081, 742.3813625694055
400.8128854269676, 879.1734508732482
499.17764978357565, 1013.9501780303715
732.8064908233714, 1219.3346339185027
975.5717451632029, 1302.8826266605652
1458.33142516372, 1373.6462334335224
