x, y
50.12537292065402, 900.4941811235644
100.29979062262495, 919.5082876781391
200.77859366292645, 1049.8678004104136
288.16926161867156, 1415.9332511634564
371.5602193915556, 1734.0112510409272
460.41660079951384, 1881.4132203483396
689.1101017489365, 2045.260511491625
923.0729061782065, 2111.3790530999304
1395.3137994680994, 2160.346613855705
